userName;content;score;at;appVersion
Free Music;Tidak bisa dibuka selalu muncul notif internet mati padahal jaringannya lancar gak ada gangguan;1;17/10/2022 01:37;4.54.2
Habib Akhmad;Sangat membantu;5;18/09/2023 08:08;4.74.2
rizka herlinda;Gak bisa dipakai voucher ya padahal apk sudah diperbarui;1;10/02/2022 08:52;4.36.1
Ilyas Alamsah P;Sangat membantu;5;08/04/2023 02:26;4.64.2
Atrit Puryanto;Karya anak bangsa;5;15/11/2023 11:18;4.78.3
25_Riris Damajanti;Cepat;5;07/11/2021 08:56;4.30.1
Umik Nanik Hanifah;Hapus;5;20/08/2022 02:56;4.50.1
endah Budiharto;Kenapa aplikasi Gojek di HP sysdh 2x ini macetsaat inipun lg macet;1;17/02/2022 07:03;4.37.1
Nur Asiah;Keren;5;18/02/2022 09:10;4.36.1
Yogi Oktarion;Sunggu membantu;5;29/03/2022 04:19;4.40.1
deli kurniasari;Kenapa tiba akun y keluar dri aplikasi pd hal kmrn msh bisa di pake;3;14/04/2022 21:13;4.40.1
Agnes Chyto;Mohon diperbaiki layanannya masa setiap kali order penumpang ga bisa menghubungi driver udh gt semenjak krj sm sm bluebird malah makin ga beres SEKALI LG TLG DIPERHATIKAN DAN DIPERBAIKI;1;30/11/2021 09:16;4.32.1
stanislaus jebarus;Aplikasinya ok pusat bantuannya gak oke sama seperti gak ada niat kerja aku perna memohon bantuan pesannya gak dibalas sama sekali Enakan pindah ke greb atau apa gitu yang lebi gercep dalam mengkonfirmasi masala;1;08/11/2021 08:35;4.31.1
Agus Susilo;Osippp;5;10/11/2023 01:49;4.78.3
Putri Keysa;Mantap;5;20/02/2022 05:47;4.36.1
Engkos Kosasih;Ojek sangat membantu perjalanan;5;27/03/2022 09:15;4.36.1
Yusuf sholihudin;Pesan gocar dan gobike gk dapet driver nya alhasil aku batalin trus aku ulangin lagi mungkin krna hujan ya tpi kenapa akun ku di banned Asli gk jelas customer kok malah di banned biar gk pesen lgi oke hpus aja aplikasi gojeknya;1;15/11/2021 08:06;4.32.1
Andi Maulana Zulkarnaen;Astaga sekarang aplikasi nya harga Gories naik nya nggak ngontak  yang benar saja bugnya voucher error tidak bisa dipakai saya kecewa dengan aplikasi ini;1;12/04/2023 06:04;4.65.2
dwi esafitri;Bagus bgt bgt loveeee gojek sangat memudahkan pengguna;5;17/09/2022 02:45;4.51.1
D' Zahra;Ok;5;16/08/2022 10:11;4.49.2
Ajie Habibie;Apk sangat membatu;5;05/08/2023 13:46;4.71.2
eko zulkarnain;Cs yg gx jelasakun terdeteksi aktivitas mencurigakanmnt penjelasan cs muter2 ajj gx jelasgopey dibekukandari sebelum gopey dibekukan voucher gx pernah dapet input kode voucher pun gx munculpadahal sudah centak hijauini juga gara2 aktivitas mencurigakangx jelaskalo ad bintang minus saya kasih bintang minus;1;05/01/2022 05:13;4.32.1
Intan Silehu;Mw pesan gofood tapi pake biaya aplikasi segala udh mana ongkirnya mahal sekarang nambah biaya bungkus makin lama biaya masuk aplikasi juga dibayar;2;04/09/2023 15:15;4.73.1
Rinda Ikhsanudin;Ok keren dech;5;29/03/2023 06:40;4.64.2
Nur Aeni;Good job;5;15/03/2022 06:17;4.37.2
Mundi Pirmaningrum;pelayanan ok;5;20/03/2023 07:18;4.47.1
Ale Ale;Sangat membantu;4;10/06/2022 08:06;4.44.1
al gardia TV;Sangat kecewa pembelian paket data belum masuk laporan harus nunggu 124 jam Hello orang isi paket data itu untuk kebutuhan segera jika tidak masuk harusnya langsung pengembalian dana segera;2;31/07/2023 22:44;4.71.3
Febry Kusuma;Sangat berguna bagi semua orang;4;06/01/2023 07:22;4.58.1
Galieh Putra;Ok mantap;5;24/03/2022 04:55;4.38.1
Les Tanika;Mantapp memudahkan segalanya Trimakasih;5;16/11/2021 11:04;4.31.1
Mey Memey;Selalu ada di saat btuh;5;03/04/2022 11:10;4.40.1
Zoeli Marstron;gimana yah maafkok opsi masuk sama opsi pendaftaran sama ajamalah di bawa ke halaman daftarmaless;1;14/11/2022 03:56;4.55.2
Helen Lusyana;Kenapa aplikasi gojek nya tidak bisa masuk ya Kemarin sempat buka Lalu sy buka lagi kok tidak bisa ya Aku hapus upload lagi toh juga tidak bisa Mohon penjelasannya;3;09/10/2022 08:23;4.53.1
Yati Komariah;saya jadi gampang mau pergi kemana pun karna ada gojek trimakasih gojek;5;29/01/2022 05:48;4.36.1
Anna Sulaeha;alhamdulillah pergi kemana mana ada gojeklaper ada gojekbelanja ada gojeksangat membantu sekali bagi seorang nenek yg males geraktingkatkan lagi promonya biar semangat untuk pergi dan belanjauntuk para driver gojek semoga kalian tetap waspada dan hati di jalan;5;01/12/2023 00:46;4.78.3
Suhendra Suhendra;Ok;4;01/08/2022 06:24;4.41.1
Abang Ali_Novan (Topan);Ok;5;14/09/2022 14:20;4.51.1
Anisa Kirani Lathifah;tolong dong buat semua driver gojek siapin kembalian karna setiap kostumer ga punya uang pas dan ga megang uang pas tolong ya kedepannya perbaiki dan kasih tau ke driver minimal punya pecahan 100k terimakasih;5;19/06/2023 05:00;4.68.1
Maya Yulia;Mantap;5;14/12/2021 03:50;4.33.1
Ilyas Linda;good;5;18/11/2022 08:38;4.55.2
Fuadi achmad;Oke;5;22/11/2023 14:16;4.78.3
Asep Sopian2;Good;5;13/01/2022 18:55;4.22.1
Lap Chiong;Mantap;5;30/11/2021 13:25;4.32.1
Bakuel Teri;Ongkir gofood makin mahal;3;26/01/2024 00:01;4.81.2
Jdnndnd Bjzn;Membantu Sekali;5;28/11/2021 19:13;4.32.1
sri rahayu;Saya membutuhan sarana transformasi sewaktuwaktu;1;12/08/2022 04:51;4.46.2
Zendha Jepani Anjerini;Sangat membantu;5;24/11/2021 08:53;4.19.3
S Sitompul;Mantap;5;03/06/2023 14:27;4.68.1
Nenti Nenti;Golek mantap is the Best;5;14/07/2022 01:21;4.46.2
Indra Aisyah;Kenapaklo pesan goride drivernya dapat yg jauhpadahal banyak driver yg dekatjadi lama nunggunya;3;08/04/2022 12:16;4.40.1
toto aje;merasa sangat terbantu dengan adanya gojek terima kasih;5;27/01/2022 10:20;4.35.1
ali Imron;Recommended;5;15/06/2022 11:38;4.44.1
Azrul Azward;Harus apgreat sebel;3;25/03/2022 15:56;4.22.1
Yongki1181 Komaladi;ok;5;04/02/2023 11:27;4.48.1
Elis Holisoh;Pake GoJek mantap ;5;21/07/2022 23:19;4.43.3
Parlan Parlen;Siip;5;03/12/2022 00:24;4.56.1
Gembel Hancur;Luarbiasa;5;10/11/2021 04:05;4.31.1
amalia fauzia;lemot  sering gangguan  nyebelin;3;26/11/2022 02:21;4.54.2
ahmad yusri;Oke;4;22/01/2022 05:50;4.20.1
sanjaya Creatorrr;tarik tunai biaya potongan gede tf bank gak gratis ditambah promi cb koin dri jago malah bikin buntung nyesel;2;06/09/2022 03:32;4.50.1
firman firmansyah;Gblk internet gangguan trus;1;02/01/2024 15:44;4.80.4
Aditya Putra;pokoknya jadi gampang kemana mana mantap Gojek;5;22/07/2023 15:27;4.65.2
Romi Yulianto;Mantaaff dan terima kasih sudah membantu sya kemana2 sukses buat team;5;30/07/2022 09:43;4.47.1
agus purnomo;Utk gofood kalibrasi lokasi jelek bgt Kalau memang blm capable akurasi map nya bisa kali ada proses reconfirm alamat dulu sblm hit pemesanan Cek deh mayoritas keluhan tentang apa LOKASIMAP;3;26/12/2022 10:45;4.58.1
Rafa Wahyu Ardhana;Driver dikit dikit suspend  Dikit dikit peringatan Kalian nganggap kami bergabung sama gojek ini beneran mitra atau cuman membodohi orang yang gabung sama kalian aja Kalau costumer kasih bintang satu plus komen ke driver tolong jangan langsung kasih suspend Ditanya dulu ke driver knp masalahnya Bisa aja itu iseng dari costumernya kasih bintang satu sama driver Dasar CS gojek gblk Ga ada penyelesain masalah juga kalau buat laporan di menu bantuan Mutar kesana kesini omongannya;1;20/04/2022 15:06;4.41.1
Abiyan Alfarizi;Keren tapi helm nya susah di buka;5;02/08/2022 07:42;4.48.1
indra lesmana;Sangat membantu;5;10/06/2022 09:21;4.44.1
ai suryanti;Kenapa GoJek selalu lebih mahal dari grab jadi saya checking harga dulu sebelum pesan grab atau GoJek dgn jarak yg sama ;5;06/10/2023 11:31;4.75.1
Faisal Tanjung;Aplikasi sangat membantu;5;21/04/2023 14:54;4.65.2
Magic Chess MLBB;Mntap;5;28/11/2022 23:58;4.56.1
Ady cubung;Aplikasi ini sangatlah bagussangat memudahkan buat kegiatan seharihari;5;25/09/2023 12:58;4.71.3
Jumi Ati;Selama 3 tahun lebih suami saya jadi driver gojek mkin kesini makin susahakun saya dikomplen sama costumer abal2 katanya menyelesaikan orderan tanpa pengantaran dan di bilang bodongpdhl sdh di antr sesuai tujuanini gimana admin nya langsung suspend 7hari tanpa meneliti dulupercaya sama costumer yg sembarang ngasih laporantolong di lanjuti akun costumer plastik yg seperti itusehingga menyebabkan driver hilang kerjaandan buat pihak gojek lebih teliti lagi dalam menyikapi laporan costumer;1;29/11/2021 07:36;4.32.1
Abdul hafidz Ramadhan;Yoi;5;02/12/2021 10:36;4.29.1
Farmathias Amrullah;Payah pesn makanan biaya sekian ongkir nya sekian kemudian ada biaya jasa aplikasi Yg tadi harga nya 15rban malah jadi kebeli 50rb an Parah aplikasi ini;1;02/06/2022 17:09;4.43.3
Messi Sia;Mantap sekali;5;10/11/2021 09:52;4.30.1
Roma Anggun Simanjuntak;Banyakin promo lagi ya gojek;5;01/12/2021 22:04;4.31.1
surya dragon;Aplikasi semakin kesini kok jadi sangat BURUK ;1;14/10/2022 10:55;4.53.1
MUHAMMAD Sukri;Kok gak bisa tarik tunai;2;11/03/2023 04:01;4.62.1
Lu Thania;Aaahhh Sumpah demi Apaaa pun makasih sebesarnya buat GOJEK  banyak x diskon di gofood ku kalau ada bintang lebih dari 5 pun ku kasih full THANKS GOJEK;5;22/01/2022 16:01;4.35.1
Friska Panjaitan;Good;5;05/02/2023 13:24;4.58.1
Anjang Anjang;Pelayanan cepat;3;02/12/2023 21:18;4.69.3
bolpinx;Gembel;1;22/12/2022 13:18;4.57.1
NIA Kurniati;Pesenan cepat dan sampai di rumah dengan cepat;5;30/08/2023 11:33;4.73.1
ale ramelan;Sangat membantu;5;14/11/2021 01:29;4.27.2
Susi Kamelia;Good;5;03/03/2022 06:34;4.37.2
John Suryadi;Oke;5;31/03/2022 04:11;4.40.1
Adi Kempet;sangat memuaskan;4;13/07/2022 03:44;4.46.2
Arifin Mahfut;Mnatapp cpt jemput ny ;4;09/01/2022 23:50;4.34.1
Rahayu Ningsih;Sangat membantu saat cuaca hujan;4;14/11/2021 06:12;4.25.2
Mohamad Erihadiana;Sangat membantu;5;24/07/2022 11:14;4.48.1
sultan syarif;makin ngada ngada ini gojekbiasanya bayar paket di my Telkomsel langsung masuk ke menu pembayaranini malah ke play storeketika ditekan masuk malah masuk doanggak ada menu pembayaran nyamakin lama ini apk makin gak bener;1;03/08/2023 10:11;4.71.3
Aurelio Farhan;Mantaf deh pokoknya;5;03/07/2023 17:20;4.69.2
vampir Kurniawan;Best;5;06/01/2022 13:19;4.30.1
iwan kurniawan;Bagus;5;01/01/2023 23:13;4.58.1
Dwi Rahayu;Thanks sudah bisa di gunakan kembali;5;05/08/2023 02:42;4.71.3
Nuri Syamsiah;Saya juga ada kendala akun gojek saya log out dan nomer hp yg di pakai sudah tidak aktif ada saldo mengendap tidak bisa di buka lagi sudah info ke CS tetep tidak bisagimana ya;2;28/11/2021 06:58;4.32.1
Wawan Sary;Mwantap smua bisa menjadi mudah dan terkendali;5;26/12/2021 05:40;4.24.2
Jenny Sweety Pinandhita;kalau gak ada biaya apk nya pasti ku kasih bintang 5;3;08/11/2021 11:59;4.31.1
Putra Katink;Mantap;5;16/09/2023 17:14;4.59.1
Zaka ria;bagus;5;21/11/2021 11:06;4.32.1
Kay Taro;Sangat membantu;5;06/07/2022 01:59;4.46.2
Emma Haryani;Ok lah;5;05/03/2022 22:16;4.38.2
Toto Prasetyo;Mantab;5;13/12/2022 12:05;4.57.1
Fariz Muhammad;transportasi lebih mudah;5;17/12/2021 11:06;4.33.1
Yusuf Albatawy;Ok;5;26/11/2021 12:18;4.32.1
safriany nursyamsu;Gojek aplikasi yg sangat membantu aktifitas harian kami apresiasi setiap keringat para driver semoga berkah utk dunia akhirat;5;28/03/2022 01:26;4.39.2
Risma Ramadani;Slalu pakai ini tpi kadang juga error jadi bintang 4 aja;4;23/07/2023 13:02;4.65.2
Pacul Induk;Gojek drivernya makin ga jelas mau bawa orang sakit aja sampe beberapa kali di cancel entah argonya yang kecil atau gimana yang jelas drivernya kalo malam pada males;1;01/05/2023 17:54;4.65.2
Abang Taman;Mantap;5;16/01/2022 06:42;4.34.1
Fajar Faizan;Good;5;27/08/2022 13:35;4.50.1
Dewi Ina;goodjob;5;29/12/2022 13:01;4.58.1
awang Raafi firansah;Good app;5;05/07/2022 07:38;4.41.1
Iwan Setiawan;Oke;5;03/12/2022 06:57;4.56.1
Abdul Bedul;Sangat berguna utk kmi gojek;5;04/08/2022 23:01;4.39.2
Deddy suryawan;Nice;5;17/02/2022 00:43;4.36.1
Speedhunters;Woi maksudnya apa ini kok gw mau pesen go ride metode pembayarannya cma tunaimana saldo gopay gw banyak lagiklo gini gopay gw bwt apa coba;5;15/06/2022 04:06;4.45.1
Wiwik Sri Astutik;keren gojek dan orangnya baik;5;06/03/2022 07:04;4.38.2
Igo Asep;Mantap;5;09/11/2021 09:23;4.31.1
Sobar Sobar;Sangat bermanfaat;5;17/04/2022 14:35;4.40.1
Abdul Hakim;Terimakasih karena sudah mendengarkan complain saya Sekarang sudah ama seperti biasa;5;10/02/2023 04:15;4.60.1
moga gipsum;Ok;5;24/01/2022 12:01;4.29.1
Robyan Sony;Kren;5;13/10/2023 02:23;4.48.1
Yohanes Hutabarat;Bagus sekali;5;08/05/2023 06:34;4.65.2
Meydi Sigarlaki;Kecewa dengan paylater yg baru;1;17/09/2023 00:28;4.74.2
Ani Ratnaningsih;Diskon yg mntepp;5;18/02/2022 06:42;4.37.1
fachruddin mochtar;merdeka ga perlu punya mobil sendiri gocar ada jalan;5;06/11/2022 06:32;4.54.2
XII IPS 5_ Sinar Ghaitsa;Tiba2 driver diganti jadi saya harus menunggu lebih lama dan akhrirnya restonya sudah tutup padahal saya sudah menunggu hampir 1 jam;1;18/03/2022 11:07;4.39.2
Cater Carlossia;App tergolong berat  berukuran terlalu besar mengingat tidak semua penggunanya punya devicesmartphone yang mumpuni Terlalu banyak biaya tambahan ini itu padahal buat driver mah gitu gitu aja GS bayar 16k buat driver 8k96k doang GR sih ya standar standar aja GF apalagi dari resto  20 tambah biaya pemesanan sampe 3k Fitur chat lamban tidak on time saya interaksi dengan driver notifnya selalu lambat sehingga saya ga enak sama driver karna nunggu lama akibat notif terlambat;2;18/06/2022 15:25;4.43.3
arfin jaya;Ok;5;23/03/2022 05:49;4.28.4
Arif Siswadi;Good;5;02/06/2022 00:53;4.37.2
Rina Wati;Memberi kemudahan;5;14/02/2023 23:24;4.55.2
yanuar wardana;Bagus;5;11/05/2023 03:32;4.56.1
maksum kebayoran lama;Pelayanan nya bagus dan sangat membantu;4;09/06/2022 03:03;4.44.1
azwar habibi;Baik;5;22/04/2022 07:32;4.37.1
Iwan Nur Anwar;Mantaaap;5;12/09/2022 00:39;4.46.2
meigah HI;Disc suka2 hilang harapan palsu maaf ya byebye;1;05/12/2021 03:51;4.33.1
Siti Nurhalimah;Kren;5;04/08/2022 06:04;4.48.1
Nur Amelia;Tolong dong PT gojek indonesia utamakan 5Sy masak w naik driver gk ada katakatay harus di tanya bae gk semua driver si cuma ajarin lagi aja 5Sy Gk enak kan sepanjang jln di diemin n cemberut bae ama drivery;5;27/07/2022 14:11;4.47.1
MUHAMAD PRANJI;Sangat baik cepat intinya bintang yg berbicara Trimakasih sudah banyak membantu;5;20/12/2023 22:48;4.80.4
Lala Wahyu;top;5;03/01/2024 06:18;4.78.3
19.Ketutromi Artawiguna;Kenapa ya setiap kali saya pesen gojek tarif perjalanan selalu berubahubahpadahal jarak serta tujuan samatrus jg kalo pesen makanan kok harga ongkir bisa setara sama harga makanan padahal jarak tidak terlalu jauh;3;03/11/2023 02:00;4.77.1
Dirhamsyah aam;Selalu ada di kala di perlukan;4;29/12/2023 10:33;4.80.4
Eka Asmaul;Bagus aplikasi nya ;5;16/03/2022 10:38;4.39.2
berry bombom;Tingkatkan promonya;5;19/11/2021 15:49;4.31.1
Muhammad Azwa;nice;5;19/09/2022 12:42;4.51.1
Ani Sagitarius;Mantaap;5;31/12/2021 04:16;4.34.1
11. Elang Densa;Woy tarik tunai nya kapan bisa;1;09/02/2023 04:39;4.60.1
dhani aryati;Kecewaaaaa setelah upgrade paylater GK bisa dipake;1;04/09/2023 03:31;4.73.1
Luki Mah;Sangat bagus;5;14/06/2022 08:14;4.45.1
Opie Abu Hafizh;Sangat membantu;5;29/08/2022 05:05;4.50.1
Azhari Putri Fadhila;Kok sekarang jadi susah dibuka ya  Baru mau buka dah langsung tutup lagi tolong perbaiki sistemnya dong;1;18/09/2022 11:05;4.51.1
Nur Hidayati;Bayu Pratama;3;20/12/2021 16:03;4.34.1
Indah Nurwiena;selalu memuaskan pelangan;5;12/06/2022 14:10;4.44.1
vera canopa;Cepat;5;12/06/2022 12:30;4.45.1
BLUE PANDA;Kenapa saya tidak bisa masuk aplikasi gopay dan selalu keluar sendiri;2;10/09/2022 17:19;4.51.1
Aloys Primadi;Mantab;5;04/07/2022 05:07;4.42.2
kusmiyati wati;Sangat membantu untuk perjalanan dan makanan;5;04/03/2023 12:07;4.50.1
ahmad ibnufauzan;Ok;5;03/01/2023 07:18;4.55.2
Soni Mardika94;Sangat berguna;5;22/11/2021 04:31;4.31.1
Lone Ranger;Pasti ada jalan;5;21/10/2022 11:42;4.47.1
Go Kilat;Maju trus;5;16/08/2022 22:29;4.49.2
Titik Hariyanti;Ok;5;22/04/2022 14:06;4.40.1
Suci Novarinur;Mantapbest pokok nya;5;08/06/2022 04:54;4.43.1
Tipz in Tipz;Yah sudah menjadi kebutuhan sekarang ini;5;30/09/2022 06:43;4.52.2
Riska Nur rafiuddin;Sangat membantu;5;09/08/2022 14:18;4.48.1
Banny 1234;Gmna si aplikasi skg masa mesan makanan ampe 30 menit bahkan ampe 1 jam baru dpt driver tolong di prbaiki supaya kita yg biasa mkan pke gofod ga pindah ke aplikasi lain;1;30/08/2023 13:05;4.36.1
Nini Ajja;Aplikasi nya tidak sesuai dang lokasi penjmputan;1;15/03/2022 23:55;4.39.2
Imelda Ratu;Alhamdulillah aplikasi ini cukup membantu saya;5;21/06/2023 23:56;4.68.1
Bayu Muranto;Utamakan keselamatan;4;06/11/2021 05:22;4.31.1
Hartomo Dachlan;Oke;5;11/01/2022 10:22;4.34.1
Revanza Adi;Mengapa sekarang gabisa bayar pulsa MyTelkomsel pake gopay Malah masuk ke playstore bolakbalik terus Sebelumnya bisa tolong di fix dong;2;10/08/2023 05:38;4.72.1
Irwan Aprianto;Mantaps;5;15/04/2022 09:14;4.34.1
GRAVITY OFFICIAL;Gak bisa upgrade ke gopay plus udah coba 1000x tetap aja ditolak;1;11/04/2022 08:31;4.40.1
shanti usman;Aplikasi tarik tunai ga ada lagi atau gimana nih;3;18/04/2023 02:57;4.63.2
Sophia Amalia;Sangat membantu saya untuk berangkat sekolah dan pulang sekolah;5;23/11/2022 18:13;4.54.2
Arifin Yusuf;pertahankan;5;02/06/2023 04:48;4.67.2
Pecinta_Ulama Dan Habaib;Mohon kebijakanya dari pihak driver gojek nya;1;30/04/2023 16:12;4.66.1
GusLeo 11;mantap;5;08/11/2021 05:52;4.31.1
Iche Pangestu;Terbantu bgt dgn ada nya gofood jd gk perlu repot2 keluar rumah klu mau makan ;5;22/11/2021 07:20;4.25.2
Joko Kustanto;Sangat puas;5;17/03/2022 04:50;4.31.1
abigael rante tondok;Cukup bagus;5;25/04/2022 12:20;4.15.1
zom mozi;Top up gopay g masuk;1;28/12/2022 16:52;4.58.1
cherly Anita;Ok fine;5;05/02/2022 11:30;4.34.1
U'UT AFRIYADI;Top up gopay ngga masuk gimna ini bisa di tanggung jawab ngga  Di perbaiki jangan merugikan orang dari error sistem ini;1;28/11/2022 06:30;4.56.1
Mira Za;makin di updet makin gk beres isi pulsa gk bisa lagi pakai payleter malah di arahin ke saldo gopay nya;3;12/10/2023 00:57;4.76.2
Rahmat Jamaludin;Mantaappp;5;11/05/2022 13:00;4.22.1
RidhoMotovlog HD;Parah For close terus;1;12/12/2023 14:10;4.80.1
Anisa Wisdayana;Aplikasi super aneh Masa aplikasi gojek di hp temen ada voucher sedangkan punya saya ga ada mulu Udah di update masih ga ada tu voucher satupun yg bisa digunakan Lama kelamaan pindah aplikasi sebelah dah;1;14/12/2021 04:53;4.33.1
fitri rini;Ok;5;25/06/2022 11:26;4.45.1
Bayu Kandaka;Sangat membantu sekali;5;07/07/2023 04:26;4.69.3
Sri Yanti;Okk;5;16/12/2021 01:38;4.33.1
Lerdi Ana;mantap;5;29/07/2022 09:39;4.29.1
Amir S;Pelayanan cukup baik;4;31/05/2022 08:22;4.36.1
Nana Supriatna;sangat memuaskan;5;05/03/2022 14:45;4.31.1
Abdu Fadli Assomadi;Siipdan lebih siip jika pengemudi bisa sejahtera;5;13/02/2023 08:02;4.61.1
suherman suherman;Kok susah banget yah diupdate nya yah;1;05/03/2023 11:30;4.62.2
Ardi Arman;Nyaman aman dan sampai tujuan dengan selamat  Puas pokoknya dech;5;20/03/2023 14:51;4.63.2
Danang Kovidakamma;Pelayananya bagus cepat ramah;4;14/11/2023 10:58;4.78.3
Nur Imansyah;Tingkatkan pelayanan;5;13/03/2022 17:54;4.38.2
Marisi Togatorop;Mantap Semoga servis dalam jasa transportasi nya semakin maju dan amanah Terima kasih;5;15/02/2022 00:52;4.34.1
Nico Octora;Excellent;5;05/07/2023 04:18;4.69.2
yossi saia;Kemana2 tak perlu cemassss;5;20/11/2022 07:46;4.54.2
RR GEMING;tolong kasih metode pembayaran pakek dana;2;07/10/2023 05:28;4.75.1
Achmad Faizal;Ok;5;01/03/2022 13:38;4.38.2
Abnafa 12;Ya ampuuuunn gojeek belakangan nyebelin bangeett sinyalll ga ada cari driver susaaahh payment ny error Woii gojekk benerin kek nih aplikasi kalo begini mah enakan gw pindah app laen aja;4;18/11/2021 04:01;4.30.1
Jefriden Yuneldi;Good servis;5;07/06/2022 06:31;4.44.1
joe saphat;byk ttbiq gnd bir df ox faydaldr ferbeyei;5;08/06/2022 15:43;4.44.1
Halimah Sa'diyah;Ini kenapa ya katanya ada cashback koin nya tpi setiap dapat Cashback koin  koin nya ga pernah masuk sayang bgt padahal aku sering pake ini aplikasi;3;03/09/2022 06:14;4.51.1
Aminudin Zuhri 74;Busyet PayLeter bunga nya gede banget amit peke PayLeter lagi;1;01/03/2022 07:46;4.37.2
Sri Rusliani;Puas pokonya;5;18/11/2021 22:18;4.31.1
Bunda Rasta;Good job;5;30/12/2021 00:06;4.26.1
muhammad syahrullah;Tambahin terus biaya lainnya biar konsumen pergi semua;1;03/03/2023 12:47;4.62.1
Reza Adiputra;Mantap;5;01/12/2022 15:50;4.56.1
FIQIH FIRMANSYAH;SUDAH BUAT LAPORAN KOMPLAIN 3X TAPI NO RESPON JANGAN PAKE GOJEK DEH MENDING PAKE GRAB AJA;1;04/07/2022 10:36;4.46.2
Dodi Firgo;Tiba tiba go payletter saya di blokrtunjukan saya cara menghapus akun ini;1;07/11/2022 10:15;4.54.2
Kurniawan Wawan;Payleter d blokmau d bayar bunganya besar lbh besar dr bunga bangkemampus situlahhhhh;1;28/03/2022 14:43;4.40.1
Chardiman Syahsg;Bagus sekali;5;20/10/2022 11:15;4.53.1
Windo Ramli;Sukaaa;5;02/04/2022 13:31;4.40.1
Kholil Kholil;Good job ;5;23/04/2022 21:42;4.25.2
Muhammad Ridhuan;Kode promo gofood ga berfungsi belanja minimal 250 dapet diskon 150 tapi pas bayar sama aja ttp 250 bayarnya ;2;13/04/2022 17:46;4.40.1
Laelatul Wilda;baik;5;10/06/2022 16:11;4.45.1
Putri Salsabila;Saya tdk tau kenapa gojek jadi semakin mahal dan harganya meningkat pesat Terutama voucher jga sdah mulai berkurang padahal ini new year tapi tdk ada voucher atau diskon apapun bagi para pengguna terkhusus saya pengguna lama yang sudah memakai gojek dari dulu Saya heran mau pesan gojek dari rumah saya ke rumah nenek saya yang jaraknya cukup dekat kalau di tempuh pakai sepeda motor tapi harganya meningkat jadi 14 ribu Awalnya hanya 6 ribu 10 ribu dan tbtb jadi 14 ribu Tidak worth it;1;01/01/2022 02:40;4.32.1
maya farid;Baik;5;29/11/2021 10:54;4.32.1
Mukhtar Adhi Fatih;Not recomended for gopay I feel disadvantaged due to failed transfers and long waits;1;29/12/2022 09:34;4.58.1
R S;Mantap Sangat memudahkan saya dlm segala hal ;5;23/02/2022 05:26;4.37.2
jaya pradana;Mantap;5;07/05/2023 02:43;4.66.1
